Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Lamar Corner Store,78752,12/16/2015,87,"7545 N LAMAR BLVD
AUSTIN, TX 78752
(30.3436305740853, -97.7147581407013)",2803663,Routine Inspection
Rodeway Inn University,78705,12/16/2015,93,"2900 N IH
AUSTIN, TX 78705
(30.2874878249212, -97.7250313648151)",10157609,Routine Inspection
Pizza Hut,78730,12/16/2015,91,"10601 FM 2222 RD
AUSTIN, TX 78730
(30.3931080109205, -97.8440806565423)",2802656,Routine Inspection
Star of Texas,78705,12/16/2015,99,"611 W 22ND ST
AUSTIN, TX 78705
(30.2850119591423, -97.7446729417071)",10002635,Routine Inspection
Red River Market,78705,12/16/2015,96,"3213 RED RIVER ST
AUSTIN, TX 78705
(30.2914031864157, -97.7264885713624)",10027075,Routine Inspection
ABIA Amy's Ice Cream,78719,12/16/2015,86,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.2021547381762, -97.6671423609113)",2801341,Routine Inspection
"Spec's Wine, Liquor & Fine Foods",78752,12/16/2015,96,"5775 AIRPORT BLVD
AUSTIN, TX 78752
(30.3223121292555, -97.7137990955707)",10002913,Routine Inspection
Wendy's 101 - 1671,78753,12/16/2015,97,"1418 E ANDERSON LN
AUSTIN, TX 78753
(30.3336956150948, -97.6871099036265)",11114878,Routine Inspection
"Kid Spa Austin, LLC.",78749,12/16/2015,97,"5700 W SLAUGHTER LN
AUSTIN, TX 78749
(30.2018387951475, -97.868445616576)",10367187,Routine Inspection
Delaware Subs Shop,78759,12/16/2015,97,"8105 MESA DR
AUSTIN, TX 78759
(30.3717051313204, -97.7569569542655)",2800142,Routine Inspection
Mr. Gatti's #102,78741,12/16/2015,90,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2367861336814, -97.7242365427774)",2801948,Routine Inspection
Wingstop,78758,12/16/2015,96,"1701 W PARMER LN
AUSTIN, TX 78758
(30.4123168201168, -97.6894713911645)",10005294,Routine Inspection
Subway,78753,12/16/2015,96,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.4052725280433, -97.6718973772957)",10386057,Routine Inspection
Taco Xpress,78704,12/16/2015,96,"2529 S LAMAR BLVD
AUSTIN, TX 78704
(30.2458313387804, -97.7783028705313)",2801273,Routine Inspection
Holiday Inn Express,78759,12/16/2015,89,"10711 RESEARCH BLVD
AUSTIN, TX 78759
(30.3982993912989, -97.7440230079115)",11012704,Routine Inspection
Abiding Love Lutheran Child,78749,12/16/2015,97,"4612 CONVICT HILL RD
AUSTIN, TX 78749
(30.2176467147407, -97.8469099159085)",2800947,Routine Inspection
Lone Star Kolaches,78758,12/16/2015,88,"1701 W PARMER LN
AUSTIN, TX 78758
(30.4123168201168, -97.6894713911645)",2803128,Routine Inspection
El Secreto De La Abuela,78702,12/16/2015,80,"817 AIRPORT BLVD
AUSTIN, TX 78702
(30.2562317707289, -97.6926242505018)",10814832,1st Follow Up to Routine of 50 - 69
ABIA Earl Campbell's,78719,12/15/2015,97,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.2021547381762, -97.6671423609113)",2801521,Routine Inspection
St. Martin Lutheran Church,78701,12/15/2015,92,"606 W 15TH ST
AUSTIN, TX 78701
(30.2789553123794, -97.7457432489482)",2800538,Routine Inspection
"Coffee Bean & Tea Leaf, The",78751,12/15/2015,96,"1000 E 41ST ST
AUSTIN, TX 78751
(30.3004726549805, -97.7196502668685)",10361935,Routine Inspection
Braker Food Mart,78753,12/15/2015,92,"11300 N IH
AUSTIN, TX 78753
(30.3777485158249, -97.6764834180736)",10041179,Routine Inspection
Mr. Gatti's,78660,12/15/2015,97,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994193517, -97.6591151763555)",2802961,Routine Inspection
7-Eleven Convenience Store # 36274A,78731,12/15/2015,97,"3324 NORTHLAND DR
AUSTIN, TX 78731
(30.3374469353715, -97.7564955314127)",11275155,Routine Inspection
K's Deli,78753,12/15/2015,91,"12015 PARK THIRTY FIVE CIR
AUSTIN, TX 78753
(30.3909121656061, -97.6731772934142)",10620833,Routine Inspection
Chipotle Mexican Grill #92,78705,12/15/2015,84,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.2856656468373, -97.7420432786987)",10176471,Routine Inspection
Firehouse Subs,78759,12/15/2015,99,"10721 RESEARCH BLVD
AUSTIN, TX 78759
(30.3990395778701, -97.7451105390285)",11281685,Routine Inspection
Original Brooklyn Pie Company,78759,12/15/2015,89,"8127 MESA DR
AUSTIN, TX 78759
(30.3731909380507, -97.7557353216801)",10114816,Routine Inspection
LW - Lakeway Market,78734,12/15/2015,92,"2114 LAKEWAY BLVD
LAKEWAY, TX 78734
(30.3579936547924, -97.9782756734198)",10647346,Routine Inspection
Changos,78705,12/15/2015,92,"3023 GUADALUPE ST
AUSTIN, TX 78705
(30.297029162982, -97.7414537136395)",2801137,Routine Inspection
Little Caesars Techridge,78753,12/15/2015,92,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.4052725280433, -97.6718973772957)",10773330,Routine Inspection
Hill-Bert's Burgers,78723,12/15/2015,86,"5340 CAMERON RD
AUSTIN, TX 78723
(30.3120166282016, -97.7069009190916)",11341790,Routine Inspection
Vespaio,78704,12/15/2015,72,"1610 S CONGRESS AVE
AUSTIN, TX 78704
(30.2472674880845, -97.7508204558459)",2801096,Routine Inspection
ABIA Maudie's,78719,12/15/2015,88,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.2021547381762, -97.6671423609113)",2801338,Routine Inspection
Hopfields,78705,12/15/2015,89,"3110 GUADALUPE ST
AUSTIN, TX 78705
(30.2985595248026, -97.7411035950446)",10665383,Routine Inspection
Abel's,78727,12/15/2015,71,"4001 W PARMER LN
AUSTIN, TX 78727
(30.4250131996615, -97.7156266697689)",11027754,Routine Inspection
New Fortune Chinese Seafood Restaurant,78753,12/15/2015,82,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047275494, -97.6877386305596)",11223735,Routine Inspection
Le Studio,78757,12/15/2015,91,"9070 RESEARCH BLVD
AUSTIN, TX 78757
(30.3730901017574, -97.727855138024)",10924610,Routine Inspection
Lost Creek Country Club,78746,12/15/2015,86,"2612 LOST CREEK BLVD
AUSTIN, TX 78746
(30.2736689817163, -97.8503644719051)",2800703,Routine Inspection
HEB #476,78753,12/15/2015,100,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.4052725280433, -97.6718973772957)",2803841,Routine Inspection
Sugar's #8029,78752,12/15/2015,91,"404 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.3287070518404, -97.7107204549978)",2800181,Routine Inspection
Lifetime Fitness Bistro,78749,12/15/2015,100,"7101 S MOPAC EXPY
AUSTIN, TX 78749
(30.2164229149346, -97.8399526032608)",10068028,Routine Inspection
Little China Restaurant,78758,12/15/2015,93,"1921 CEDAR BEND DR
AUSTIN, TX 78758
(30.408322328997, -97.6982433226702)",2803165,Routine Inspection
HEB #476 Deli & Bakery,78753,12/15/2015,97,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.4052725280433, -97.6718973772957)",2801961,Routine Inspection
Taco Bell #030117,78746,12/15/2015,96,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.272814658883, -97.8001854199872)",11066687,Routine Inspection
Walgreens #6734,78727,12/15/2015,99,"3921 W PARMER LN
AUSTIN, TX 78727
(30.424687007021, -97.7144353243536)",2804122,Routine Inspection
LW - P. Terry's Burger Stand,78738,12/15/2015,91,"3311 S FM 620 RD
LAKEWAY, TX 78738
(30.329159530088, -97.965066910954)",10631422,Routine Inspection
WL - P. Terry's Burger Stand,78746,12/15/2015,91,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995276094, -97.8273324926133)",10771894,Routine Inspection
Nueces Mart,78705,12/15/2015,99,"2700 NUECES ST
AUSTIN, TX 78705
(30.2920756293337, -97.743214245494)",10841169,Routine Inspection
Staybridge Suites Holiday Inn,78759,12/15/2015,93,"10201 STONELAKE BLVD
AUSTIN, TX 78759
(30.3937060347216, -97.739297401642)",2801499,Routine Inspection
El Maguey Restaurant,78660,12/15/2015,76,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4563156858783, -97.660757527486)",10876672,Routine Inspection
Masala Wok,78758,12/15/2015,87,"10515 N MOPAC EXPY
AUSTIN, TX 78758
(30.3916106483513, -97.7324508730711)",10672549,Routine Inspection
Appletree Learning Center,78745,12/15/2015,98,"4630 WEST GATE BLVD
AUSTIN, TX 78745
(30.2299099229252, -97.8014097798025)",2801957,Routine Inspection
Little Caesars Pizza,78750,12/15/2015,90,"13770 N US 183 HWY
AUSTIN, TX 78750
(30.4616152797534, -97.7953810298453)",10532387,Routine Inspection
Wal-Mart Supercenter #4554,78757,12/15/2015,99,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.3554776872725, -97.7335442507771)",10467333,Routine Inspection
Lost Creek Ctry Club Halfwy Hs,78746,12/15/2015,99,"2612 LOST CREEK BLVD
AUSTIN, TX 78746
(30.2736689817163, -97.8503644719051)",2800702,Routine Inspection
Caffe Yolly,78750,12/15/2015,97,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.4609843106227, -97.8169359958518)",11343781,Routine Inspection
Royal Blue Grocery,78701,12/15/2015,92,"247 W 3RD ST
AUSTIN, TX 78701
(30.2657423329761, -97.7460203935714)",10001444,Routine Inspection
Shooters Billards and Sports Bar,78726,12/15/2015,87,"11416 N FM 620 RD
AUSTIN, TX 78726
(30.4537183255461, -97.8284514735323)",2803085,Routine Inspection
"Strange Brew, Austin Coffee",78745,12/15/2015,76,"5700 MANCHACA RD
AUSTIN, TX 78745
(30.2151608057294, -97.7995199669531)",10810050,Routine Inspection
Summer Moon Coffee Bar,78704,12/15/2015,86,"3115 S 1ST ST
AUSTIN, TX 78704
(30.2332388859133, -97.7648582807517)",2802739,Routine Inspection
Lost Creek Ctry Club Snack Bar,78746,12/15/2015,97,"2612 LOST CREEK BLVD
AUSTIN, TX 78746
(30.2736689817163, -97.8503644719051)",2800571,Routine Inspection
Thai Passion,78750,12/15/2015,87,"13376 N US 183 HWY
AUSTIN, TX 78750
(30.4447791289754, -97.7890932880338)",11258415,Routine Inspection
Brookdale Northwest Hills,78731,12/15/2015,95,"5715 MESA DR
AUSTIN, TX 78731
(30.342221203642, -97.7690008823439)",10642406,Routine Inspection
ABIA Salt Lick Deli,78719,12/15/2015,91,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.2021547381762, -97.6671423609113)",2801339,Routine Inspection
Seton Administration Building,78723,12/15/2015,100,"1345 PHILOMENA ST
AUSTIN, TX 78723
(30.3021329234361, -97.7082274621607)",10322560,Routine Inspection
"Wal-Mart Supercenter #4554 (Bakery, Deli)",78757,12/15/2015,89,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.3554776872725, -97.7335442507771)",10469793,Routine Inspection
Sonic Drive In #6,78745,12/15/2015,88,"804 W STASSNEY LN
AUSTIN, TX 78745
(30.2095350880942, -97.7837739930514)",2800585,Routine Inspection
Sarku Japan,78746,12/15/2015,94,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892804444, -97.8070098943046)",2801813,Routine Inspection
Tokyo Gardens,78753,12/15/2015,100,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.4052725280433, -97.6718973772957)",2802959,Routine Inspection
La Michoacana Meat Market-Taqueria/bakery,78723,12/15/2015,95,"5706 MANOR RD
AUSTIN, TX 78723
(30.3049662496036, -97.6815959329798)",2802626,1st Follow Up to Routine of 50 - 69
Lifetime Fitness Cafe,78749,12/15/2015,87,"7101 S MOPAC EXPY
AUSTIN, TX 78749
(30.2164229149346, -97.8399526032608)",10068020,Routine Inspection
Avenue Food Mart,78660,12/15/2015,94,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4563156858783, -97.660757527486)",10165419,Routine Inspection
SV - Tarka Indian Kitchen,78745,12/14/2015,95,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.230946476682, -97.8189741402818)",10333486,Routine Inspection
BC - Kwik Chek #55,78738,12/14/2015,100,"14417 W SH
BEE CAVE, TX 78738
(30.3098110496221, -97.9666088113016)",10374866,Routine Inspection
Helping Hand Home For Children,78751,12/14/2015,97,"3804 AVENUE
AUSTIN, TX 78751
(30.3023571444845, -97.7365894185093)",2800549,Routine Inspection
LW - Taco Bell,78734,12/14/2015,100,"1703 S FM 620 RD
LAKEWAY, TX 78734
(30.3457914378018, -97.9646265503358)",11066788,Routine Inspection
Clay Pit Contemporary Indian Restaurant,78701,12/14/2015,82,"1601 GUADALUPE ST
AUSTIN, TX 78701
(30.2788698792796, -97.7424430909103)",10051054,Routine Inspection
Subway,78749,12/14/2015,90,"5800 W SLAUGHTER LN
AUSTIN, TX 78749
(30.2026043892877, -97.8767526219654)",2803118,Routine Inspection
Spring Hill Grocery,78660,12/14/2015,99,"15608 SPRING HILL LN
AUSTIN, TX 78660
(30.4459076373307, -97.6515562473127)",10353638,Routine Inspection
Autumn Leaves of NW Austin,78750,12/14/2015,100,"10025 ANDERSON MILL RD
AUSTIN, TX 78750
(30.4465936482493, -97.8002495658611)",11347279,Routine Inspection
Tiff's Treats South Austin,78749,12/14/2015,99,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2213885490963, -97.8396535670048)",11025077,Routine Inspection
Sonic Drive In,78757,12/14/2015,94,"7708 BURNET RD
AUSTIN, TX 78757
(30.3538035135324, -97.7327014232131)",2800074,Routine Inspection
The Steeping Room,78758,12/14/2015,93,"11410 CENTURY OAKS TER
AUSTIN, TX 78758
(30.4016905261203, -97.7267399686883)",10414164,Routine Inspection
Little Angels Daycare,78653,12/14/2015,75,"16407 DECKER CREEK DR
MANOR, TX 78653
(30.2499438704173, -97.5584778188125)",11162459,Routine Inspection
Taco Bell #030144,78745,12/14/2015,97,"3421 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2129250393928, -97.8295227975335)",11066421,Routine Inspection
Springhill Suites,78759,12/14/2015,93,"10936 STONELAKE BLVD
AUSTIN, TX 78759
(30.3988955893294, -97.732830380354)",2801648,Routine Inspection
BC - Mountain Star Lodge,78738,12/14/2015,99,"3573 S FM 620 RD
BEE CAVE, TX 78738
(30.3221931095582, -97.9541562258191)",10079153,Routine Inspection
Doc's Motorworks Bar & Grill,78705,12/14/2015,87,"1106 W 38TH ST
AUSTIN, TX 78705
(30.3059864383239, -97.7442814888303)",2800984,Routine Inspection
Alfredo's Mexican Restaurant,78660,12/14/2015,84,"15608 SPRING HILL LN
AUSTIN, TX 78660
(30.4459076373307, -97.6515562473127)",11268023,Routine Inspection
Amy's Ice Creams,78704,12/14/2015,97,"2901 S LAMAR BLVD
AUSTIN, TX 78704
(30.2430367011505, -97.7824245148111)",10516514,Routine Inspection
Grande Mart,78705,12/14/2015,98,"620 W 29TH ST
AUSTIN, TX 78705
(30.296089252145, -97.7435295928073)",10134051,Routine Inspection
Waterloo Ice House,78749,12/14/2015,89,"9600 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.2026839332995, -97.878783177709)",10005135,Routine Inspection
"Ken's Subs, Tacos and More",78753,12/14/2015,89,"9408 DESSAU RD
AUSTIN, TX 78753
(30.3515825836569, -97.6757508770022)",2800971,Routine Inspection
Star Stop 33,78759,12/14/2015,91,"10706 N MOPAC EXPY
AUSTIN, TX 78759
(30.3970078392501, -97.7334595282656)",10880053,Routine Inspection
"Phil's Ice House, Inc",78704,12/14/2015,93,"2901 S LAMAR BLVD
AUSTIN, TX 78704
(30.2430367011505, -97.7824245148111)",10516513,Routine Inspection
Xplor Childcare,78739,12/14/2015,99,"5915 LA CROSSE AVE
AUSTIN, TX 78739
(30.1919581903644, -97.8828296780758)",11028301,Routine Inspection
Homewood Suites Hotel,78759,12/14/2015,90,"10925 STONELAKE BLVD
AUSTIN, TX 78759
(30.3983728627235, -97.7340019485034)",2801028,Routine Inspection
Corner Store #1307,78749,12/14/2015,91,"4600 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2237333357944, -97.8419702515651)",2803530,Routine Inspection
Afriqmart,78660,12/14/2015,99,"2700 W PECAN ST
AUSTIN, TX 78660
(30.4500262183263, -97.6565743960476)",10126001,Routine Inspection
Sweetish Hill Bakery,78703,12/14/2015,86,"1118 W 6TH ST
AUSTIN, TX 78703
(30.2729170756887, -97.7563269038908)",2800725,Routine Inspection
Kung Fu Buffet,78660,12/14/2015,83,"15424 FM 1825 RD
AUSTIN, TX 78660
(30.449096694245, -97.6637848005039)",10635833,Routine Inspection
Taqueria Arandas #3,78757,12/14/2015,91,"6534 BURNET RD
AUSTIN, TX 78757
(30.3415658753408, -97.7391552210391)",2800505,Routine Inspection
Pinkberry 205,78746,12/11/2015,96,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892804444, -97.8070098943046)",11250157,Routine Inspection
Sunrise Mini Mart,78758,12/11/2015,95,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.3697583867612, -97.7152619624)",2803811,Routine Inspection
Starstop 37,78757,12/11/2015,92,"8224 BURNET RD
AUSTIN, TX 78757
(30.362456262847, -97.7297246381025)",10880392,Routine Inspection
Ashley Furniture Homestore,78748,12/11/2015,100,"9900 S IH
AUSTIN, TX 78748
(30.1572180091149, -97.7932160719068)",10005678,Routine Inspection
University Medical Center Brackenridge,78701,12/11/2015,84,"601 E 15TH ST
AUSTIN, TX 78701
(30.2750334457194, -97.7337912424221)",10955890,Routine Inspection
Little Dudes Learning Center,78745,12/11/2015,88,"205 SANDRA ST
AUSTIN, TX 78745
(30.2044196805018, -97.7768616121125)",2800747,Routine Inspection
Tokyo Gardens,78726,12/11/2015,100,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4546608628512, -97.8258958233743)",2802916,Routine Inspection
Garden Spot Cafe,78758,12/11/2015,93,"9415 BURNET RD
AUSTIN, TX 78758
(30.3778793568016, -97.7248037768081)",10473609,Routine Inspection
Verts - Berlin Inspired Kebap,78726,12/11/2015,93,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4546608628512, -97.8258958233743)",10828829,Routine Inspection
Gaston Food Mart,78723,12/11/2015,91,"2157 GASTON PLACE DR
AUSTIN, TX 78723
(30.3117179057051, -97.685694655022)",10004935,Routine Inspection
"Wheel, The",78722,12/11/2015,97,"1902 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.2801108305229, -97.7208195371864)",11282525,Routine Inspection
Burnet Express,78757,12/11/2015,86,"8400 BURNET RD
AUSTIN, TX 78757
(30.3649933057049, -97.7289710626531)",10608159,Routine Inspection
Mc Donalds,78704,12/11/2015,81,"303 E OLTORF ST
AUSTIN, TX 78704
(30.2374837198894, -97.7520515672117)",2802715,Routine Inspection
Enchiladas Y Mas,78757,12/11/2015,80,"1911 W ANDERSON LN
AUSTIN, TX 78757
(30.3539474993951, -97.7269232880377)",2801459,Routine Inspection
R S Food Mart,78702,12/11/2015,97,"1219 ROSEWOOD AVE
AUSTIN, TX 78702
(30.2684572454742, -97.7257990079867)",10229991,Routine Inspection
St. Louis Catholic Church,78757,12/11/2015,90,"7601 BURNET RD
AUSTIN, TX 78757
(30.3527192514543, -97.7319925275584)",2801864,Routine Inspection
Freda's Seafood Grill,78750,12/11/2015,90,"10903 PECAN PARK BLVD
AUSTIN, TX 78750
(30.4642691302809, -97.8036775201428)",2801554,Routine Inspection
WL - Starbucks Coffee #6238,78746,12/11/2015,100,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995276094, -97.8273324926133)",10942718,Routine Inspection
Generations CDC II,78723,12/11/2015,100,"1610 WHELESS LN
AUSTIN, TX 78723
(30.3191787381884, -97.690827169337)",2801381,Routine Inspection
Amy's Ice Cream,78748,12/11/2015,99,"9600 S IH
AUSTIN, TX 78748
(30.1605736545806, -97.7924459808281)",10014585,Routine Inspection
Corporate Caterers,78758,12/11/2015,100,"9003 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.375629467543, -97.7302356232335)",11250679,Routine Inspection
Irie Bean,78704,12/11/2015,99,"2310 S LAMAR BLVD
AUSTIN, TX 78704
(30.247528840468, -97.7748996602784)",10003328,Routine Inspection
Ebenezer Child Development Center,78702,12/11/2015,99,"1014 E 10TH ST
AUSTIN, TX 78702
(30.2687660087217, -97.7299790917319)",2800741,Routine Inspection
WL - West Lake Market,78746,12/11/2015,97,"96 REDBUD TRL
WEST LAKE HILLS, TX 78746
(30.2921967951541, -97.7976607571036)",10665503,Routine Inspection
Playland Skating Center,78757,12/11/2015,88,"8822 MC CANN DR
AUSTIN, TX 78757
(30.3731832381772, -97.7300226502263)",2801910,Routine Inspection
7-Eleven Convenience Store #34253,78660,12/11/2015,89,"15010 FM 1825 RD
AUSTIN, TX 78660
(30.4431395232105, -97.6658868745477)",10723015,Routine Inspection
Seton Healthcare- Dell Children's Center,78723,12/11/2015,90,"4900 MUELLER BLVD
AUSTIN, TX 78723
(30.30344533068, -97.7061709305029)",10029465,Routine Inspection
Allan Head Start Child Development Center,78702,12/11/2015,100,"4900 GONZALES ST
AUSTIN, TX 78702
(30.2560452499117, -97.6978576274702)",11204878,Routine Inspection
RW - Chinatown,78746,12/10/2015,93,"2712 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.2715536878682, -97.7860669880792)",11087574,Routine Inspection
Crazy Fruits,78744,12/10/2015,96,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.1603388485835, -97.7771248699688)",11102855,Routine Inspection
Hecho En Mexico,78749,12/10/2015,71,"6001 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2282712662026, -97.862983648327)",10217239,Routine Inspection
Dobie Mall--Subway,78705,12/10/2015,98,"2025 GUADALUPE ST
AUSTIN, TX 78705
(30.2836323434183, -97.7416471640058)",2801755,Routine Inspection
Towne Place Suites by Marriott,78759,12/10/2015,95,"10024 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.3914486003699, -97.7372866803317)",10864275,Routine Inspection
Texaco-Citgo,78660,12/10/2015,84,"13701 N IH
AUSTIN, TX 78660
(30.424561936505, -97.6704846973733)",2803524,Routine Inspection
Dobie Market,78705,12/10/2015,95,"2025 GUADALUPE ST
AUSTIN, TX 78705
(30.2836323434183, -97.7416471640058)",10583931,Routine Inspection
Bowie High School,78749,12/10/2015,96,"4103 W SLAUGHTER LN
AUSTIN, TX 78749
(30.1889200128314, -97.8573563893221)",2800602,Routine Inspection
"Market, The",78701,12/10/2015,92,"117 W 4TH ST
AUSTIN, TX 78701
(30.2663422509476, -97.7446539153165)",2803205,Routine Inspection
D.J.'s American Grill/Embassy,78759,12/10/2015,90,"9505 STONELAKE BLVD
AUSTIN, TX 78759
(30.3851536930992, -97.7385052082516)",2801188,Routine Inspection
Speakeasy,78701,12/10/2015,91,"412 CONGRESS AVE
AUSTIN, TX 78701
(30.2668687782459, -97.7437613359456)",2801822,Routine Inspection
